date;employee_title;employee_status;review_title;pros;cons
2020-12-06;Maintenance;Current Employee;Maintenance worker;"Fast pace, decent employees and straight forward work
";"unusual employer, low pay, and terrible environment
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-21;Process Technician;Former Employee, more than 3 years;Operator;"Workload, bonus, pay and benefits
";"Lots of favoritism and typical plant BS
Advice to Management
N/A
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-04;Finance Manager;Former Employee, more than 10 years;Great company undergoing big changes;"Opportunity to work globally; pay and benefits
";"A bit resistant to change;
Advice to Management
More digital investment
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-17;Operational Manager;Former Employee, more than 5 years;We reap what we sow;"Work close with the community.
Everybody knows everyone.
";"Rough hours. Sexual/Racial Harassment. Belittling/Bullying.
Advice to Management
Instead of always feeling as if you are getting screwed, maybe you should think about how much people actually do for you (and the business)
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-30;Sales Associate/Cashier;Former Employee, less than 1 year;Great Place to Work!;"Good management, helpful coworkers, good location
";"Can get busy, do have a small staff
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-15;Project Manager;Former Employee;Good Start to Career;"good experience and exposure across the project cycle
";"Need to be in the right team
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-29;Trader;Current Employee;Great place to work!;"Great development, challenging work, good pay and great benefits
";"Red tape with large org, politics
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-13;Project Engineer;Former Employee, more than 5 years;relaxed work environment;"Great compensation and benefits compared to indutry
";"Slow progression and bureaucratic culture
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-13;Engineer;Current Employee;Good Culture Challenged Industry;"compensation, people, career progression, work life balance
";"industry trend, footprint, reorgs, economy
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-04;Internship;Former Employee;Intern;"good people and good environment
";"they over worked me during my time here
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-13;Data Analyst;Former Employee, more than 5 years;Overall working at Shell was a good experience. Shell is a networking company. You advance by networking.;"The benefits are excellent. The people are friendly. Their employees safety is a high priority.
";"HR has been outsourced to another country - which was a problem in my last year. It's you, manger, and a voice in a box. Company's beliefs are not practiced among some managers.
Advice to Management
Bring HR back to the States.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-28;Control Room Operator;Former Employee, more than 3 years;Great place to work;"Competitive salary and great work environment
";"Long work hours, rough work/life balance
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-29;Business Development Manager;Current Employee;Great company;"Good pay 
Recognition 
Diversity
It’s a great company to work for, with good pay and diversity.
";"Nepotism: promotions are less about your experience and past performance and more about who you know.
Advice to Management
360 annual reviews : do more to capture employee feedback on your leadership team.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-12;Anonymous;Former Employee;Sales East Coast;"Given lots of responsibility - ability to create focus for accounts
";"Not a clear strategy so not as efficient as it could be
Advice to Management
Provide clearer focus to achieve goals
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-11;Senior Consultant;Former Employee, more than 10 years;Great company;;"ltant 
Recommend
CEO Approval
Business Outlook
Pros
Large with organizational support, great work- balance. Work from home encouraged when possible
Cons
Job security no longer good due to continuous reorganizations due to market conditions. Organizational structure is bureaucratic.
Advice to Management
Support innovation at employee level
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-09;Electrical Engineer I;Current Employee;Good;"Flexible work schedule, Good pay
";"PTO is only 2 weeks for first 5 years
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Cashier;Current Employee, more than 3 years;Simple day by day work;"Expectations are simple , can multitask on your own projects.
";"Work alone, little access to immediate help if needed.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-10;Process Engineer;Current Employee, more than 3 years;Reorganization;"Great technical people to work with
";"Some managers have no clue what is going on
Advice to Management
Take a close look at your middle managers; some are so focused on powerpoint presentation, they have no idea what is going on and are very poor mentors.
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-25;Exploration Geoscientist;Former Employee;Great place to work. Great diversity. Consensus-driven decisions.;;"nsus-driven decisions.
Nov 25, 2020 - Exploration Geoscientist in Houston, TX
Recommend
CEO Approval
Business Outlook
Pros
Global, Good salaries, Nice campus, Many resources, Mostly good well-intentioned people. Deep pockets. Excellent awareness of external situation and plans for a future cleaner planet. Superb preparation of new employees (Graduate program).
Cons
A bit messy and wasteful of their resources. Some ""kingdoms"" are difficult to penetrate. Distributed accountability lends itself to bad behaviors.
Advice to Management
Make an effort to get to know your people on a human level
Be the first to find this review helpful
Helpful
Share
Repor"
2020-11-25;Manager;Current Employee;C store manager;"Great company to work for
";"Hard to move up in the company
Be the first to find this review helpful
Helpful
Share
Repor"
2020-12-09;Senior Global IT Manager;Former Employee;Strong work ethic, bureaucratic, good employee pay and benefits;"Good pay and benefits
Strong culture and comaraderie
Opportunities to advance
Great environment to learn and practice top quartile processes
";"Long hours
Bureaucratic and matrix organization
Competitive industry with low oil and gas prices
Constant focus on lowering costs
Be the first to find this review helpful
Helpful
Share
Repor"
